NAME,SECTION,START DATE,DAY,START,FINISH,LOCATION,PROFESSOR(S),SCHEDULING NOTES,DELIVERY MODE
CHE305H1S,PRA0102,2022-01-12,Wed,10:00,13:00,WB25,"Chan, Ariel",,In Person
CHE305H1S,PRA0102,2022-01-12,Wed,14:00,17:00,WB25,"Chan, Ariel",,In Person
CHE311H1S,LEC0101,2022-01-14,Fri,13:00,15:00,BA1170,"Acosta, Edgar Joel",,In Person
CHE311H1S,LEC0101,2022-01-10,Mon,18:00,19:00,MC252,"Acosta, Edgar Joel",,In Person
CHE311H1S,TUT0101,2022-01-10,Mon,16:00,18:00,WB119,,,In Person
CHE311H1S,TUT0102,2022-01-10,Mon,16:00,18:00,BA2145,,,In Person
CHE311H1S,TUT0103,2022-01-10,Mon,16:00,18:00,MY360,,,In Person
CHE322H1S,LEC0101,2022-01-14,Fri,9:00,10:00,BA1130,"Cluett, William",,In Person
CHE322H1S,LEC0101,2022-01-13,Thu,9:00,10:00,BA1130,"Cluett, William",,In Person
CHE322H1S,LEC0101,2022-01-11,Tue,9:00,10:00,BA1130,"Cluett, William",,In Person
CHE322H1S,TUT0101,2022-01-11,Tue,15:00,17:00,GB150,,,In Person
CHE322H1S,TUT0102,2022-01-10,Mon,12:00,14:00,GB150,,,In Person
CHE333H1S,LEC0101,2022-01-14,Fri,16:00,18:00,WB116,"Saville, Bradley",,In Person
CHE333H1S,LEC0101,2022-01-11,Tue,17:00,18:00,BA1180,"Saville, Bradley",,In Person
CHE333H1S,TUT0101,2022-01-10,Mon,9:00,11:00,GB150,,,In Person
CHE333H1S,TUT0101,2022-01-10,Mon,9:00,11:00,WB255,,,In Person
CHE334H1S,LEC0101,2022-01-10,Mon,15:00,16:00,BA1130,"Saban, Marko",,In Person
CHE334H1S,TUT0101,2022-01-10,Mon,12:00,14:00,WB242,,,In Person
CHE334H1S,TUT0102,2022-01-14,Fri,10:00,12:00,WB242,,,In Person
CHE334H1S,TUT0103,2022-01-11,Tue,10:00,12:00,WB242,,,In Person
CHE354H1S,LEC0101,2022-01-11,Tue,10:00,12:00,WB119,"Master, Emma",,In Person
CHE354H1S,PRA0101,2022-01-12,Wed,9:00,12:00,MB325,,,In Person
CHE354H1S,PRA0102,2022-01-13,Thu,9:00,12:00,MB325,,occurs once every two weeks,In Person
CHE354H1S,PRA0103,2022-01-13,Thu,13:00,16:00,MB325,,,In Person
CHE354H1S,TUT0101,2022-01-13,Thu,19:00,21:00,BA2159,,,In Person
CHE354H1S,TUT0102,2022-01-11,Tue,18:00,20:00,BA2139,,,In Person
CHE375H1S,LEC0101,2022-01-11,Tue,15:00,17:00,LM157,"Lawryshyn, Yuri",,In Person
CHE375H1S,LEC0101,2022-01-13,Thu,13:00,15:00,BA2185,"Lawryshyn, Yuri",,In Person
CHE403H1S,LEC0101,2022-01-10,Mon,9:00,11:00,SS2102,"Allen, Grant",,In Person
CHE412H1S,LEC0101,2022-01-12,Wed,12:00,13:00,BA2139,"Chin, Cathy Ya Huei",,In Person
CHE412H1S,LEC0101,2022-01-10,Mon,12:00,14:00,BA2139,"Chin, Cathy Ya Huei",,In Person
CHE412H1S,TUT0101,2022-01-11,Tue,13:00,14:00,BA2159,,,In Person
CHE430Y1S,LEC0101,2022-01-12,Wed,9:00,11:00,LM159,"Yan, Ning and Saban, Marko",,In Person
CHE430Y1S,TUT0101,2022-01-13,Thu,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0101,2022-01-11,Tue,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0102,2022-01-13,Thu,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0102,2022-01-11,Tue,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0103,2022-01-13,Thu,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0103,2022-01-11,Tue,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0104,2022-01-13,Thu,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0104,2022-01-11,Tue,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0105,2022-01-13,Thu,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0105,2022-01-11,Tue,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0106,2022-01-13,Thu,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0106,2022-01-11,Tue,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0107,2022-01-13,Thu,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0107,2022-01-11,Tue,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0108,2022-01-13,Thu,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0108,2022-01-11,Tue,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0109,2022-01-13,Thu,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0109,2022-01-11,Tue,12:00,15:00,WB242,,,In Person
CHE430Y1S,TUT0110,2022-01-13,Thu,9:00,12:00,WB242,,,In Person
CHE430Y1S,TUT0110,2022-01-12,Wed,13:00,16:00,WB242,,,In Person
CHE430Y1S,TUT0111,2022-01-13,Thu,9:00,12:00,WB242,,,In Person
CHE430Y1S,TUT0111,2022-01-12,Wed,13:00,16:00,WB242,,,In Person
CHE430Y1S,TUT0112,2022-01-13,Thu,9:00,12:00,WB242,,,In Person
CHE430Y1S,TUT0112,2022-01-12,Wed,13:00,16:00,WB242,,,In Person
CHE430Y1S,TUT0113,2022-01-13,Thu,9:00,12:00,WB242,,,In Person
CHE430Y1S,TUT0113,2022-01-12,Wed,13:00,16:00,WB242,,,In Person
CHE430Y1S,TUT0114,2022-01-13,Thu,9:00,12:00,WB242,,,In Person
CHE430Y1S,TUT0114,2022-01-12,Wed,13:00,16:00,WB242,,,In Person
CHE430Y1S,TUT0115,2022-01-13,Thu,9:00,12:00,WB242,,,In Person
CHE430Y1S,TUT0115,2022-01-12,Wed,13:00,16:00,WB242,,,In Person
CHE430Y1S,TUT0116,2022-01-13,Thu,9:00,12:00,WB242,,,In Person
CHE430Y1S,TUT0116,2022-01-12,Wed,13:00,16:00,WB242,,,In Person
CHE430Y1S,TUT0117,2022-01-13,Thu,9:00,12:00,WB242,,,In Person
CHE430Y1S,TUT0117,2022-01-12,Wed,13:00,16:00,WB242,,,In Person
CHE430Y1S,TUT0118,2022-01-13,Thu,9:00,12:00,WB242,,,In Person
CHE430Y1S,TUT0118,2022-01-12,Wed,13:00,16:00,WB242,,,In Person
CHE460H1S,LEC0101,2022-01-10,Mon,11:00,12:00,GB220,"Jia, Charles",,In Person
CHE460H1S,LEC0101,2022-01-13,Thu,12:00,14:00,GB220,"Jia, Charles",,In Person
CHE460H1S,TUT0101,2022-01-11,Tue,9:00,11:00,GB220,,,In Person
CHE462H1S,LEC0101,2022-01-11,Tue,15:00,18:00,GB248,"Mercer, Donald G",,In Person
CHE462H1S,TUT0101,2022-01-12,Wed,11:00,12:00,BA1170,,,In Person
CHE469H1S,LEC0101,2022-01-11,Tue,12:00,13:00,WB219,"Kirk, Donald",,In Person
CHE469H1S,LEC0101,2022-01-13,Thu,14:00,16:00,WB219,"Kirk, Donald",,In Person
CHE469H1S,TUT0101,2022-01-14,Fri,15:00,16:00,MY330,,,In Person
CHE471H1S,LEC0101,2022-01-14,Fri,15:00,17:00,MY030,"Farnood, Ramin",,In Person
CHE471H1S,LEC0101,2022-01-10,Mon,12:00,13:00,AB114,"Farnood, Ramin",,In Person
CHE471H1S,TUT0101,2022-01-10,Mon,13:00,14:00,AB114,,,In Person
CHE475H1S,LEC0101,2022-01-13,Thu,15:00,18:00,GB220,"Yan, Ning",,In Person
CHE475H1S,TUT0101,2022-01-10,Mon,11:00,12:00,MY360,,,In Person
CHE488H1S,LEC0101,2022-01-10,Mon,18:00,21:00,BA1240,"Orozco, Joseph",,In Person
CHE488H1S,TUT0101,2022-01-11,Tue,12:00,14:00,BA1230,,,In Person
CHE507H1S,LEC0101,2022-01-10,Mon,12:00,13:00,MY030,"Galatro, Daniela",,In Person
CHE507H1S,LEC0101,2022-01-13,Thu,12:00,14:00,MY030,"Galatro, Daniela",,In Person
CHE507H1S,TUT0101,2022-01-10,Mon,13:00,14:00,MY030,,,In Person
CHE561H1S,LEC0101,2022-01-14,Fri,9:00,12:00,BA1230,"Pierorazio, Adrian and Jadidian, Parnian",,In Person
CHE561H1S,TUT0101,2022-01-14,Fri,12:00,13:00,BA1210,,,In Person
CHE564H1S,LEC0101,2022-01-11,Tue,11:00,12:00,WB219,"DeMartini, Nikolai",,In Person
CHE564H1S,LEC0101,2022-01-10,Mon,16:00,18:00,WB219,"DeMartini, Nikolai",,In Person
CHE564H1S,TUT0101,2022-01-11,Tue,12:00,13:00,BA2195,,,In Person
CHE568H1S,LEC0101,2022-01-11,Tue,12:00,15:00,BA1240,"Jelinski, Eric Fred",,In Person
CHE568H1S,TUT0101,2022-01-13,Thu,17:00,18:00,BA2159,,,In Person
,,,,,,,,,
Back to the top,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
CIV,,,,,,,,,
NAME,SECTION,START DATE,DAY,START,FINISH,LOCATION,PROFESSOR(S),SCHEDULING NOTES,DELIVERY MODE
CIV100H1S,LEC0101,2022-01-13,Thu,18:00,20:00,WB130,"Seica, Michael",,In Person
CIV100H1S,TUT0101,2022-01-12,Wed,18:00,20:00,MY360,,,In Person
CIV185H1S,LEC0101,2022-01-10,Mon,11:00,12:00,GB119,"Peterson, Karl",,In Person
CIV185H1S,LEC0101,2022-01-13,Thu,11:00,12:00,GB119,"Peterson, Karl",,In Person
CIV185H1S,LEC0101,2022-01-12,Wed,11:00,12:00,GB119,"Peterson, Karl",,In Person
CIV185H1S,PRA0101,2022-01-10,Mon,16:00,18:00,ES2119,,,In Person
CIV185H1S,PRA0102,2022-01-10,Mon,12:00,14:00,,,,In Person
CIV185H1S,TUT0101,2022-01-12,Wed,13:00,14:00,BA2175,,,In Person
CIV185H1S,TUT0102,2022-01-14,Fri,11:00,12:00,GB120,,,In Person
CIV191H1S,LEC0101,2022-01-14,Fri,14:00,15:00,GB220,"Bentz, Evan",,In Person
CIV209H1S,LEC0101,2022-01-12,Wed,14:00,15:00,BA1190,,,In Person
CIV209H1S,LEC0101,2022-01-13,Thu,16:00,18:00,SS2135,,,In Person
CIV209H1S,PRA0101,2022-01-10,Mon,15:00,17:00,SFB820,,,In Person
CIV209H1S,PRA0102,2022-01-10,Mon,13:00,15:00,SFB820,,,In Person
CIV209H1S,TUT0101,2022-01-12,Wed,15:00,17:00,BA1170,,,In Person
CIV214H1S,LEC0101,2022-01-12,Wed,9:00,11:00,MC254,"Kwon, Oh-Sung",,In Person
CIV214H1S,LEC0101,2022-01-11,Tue,17:00,18:00,MC254,"Kwon, Oh-Sung",,In Person
CIV214H1S,TUT0101,2022-01-14,Fri,16:00,18:00,SF2202,,,In Person
CIV214H1S,TUT0102,2022-01-14,Fri,16:00,18:00,BA1240,,,In Person
CIV250H1S,LEC0101,2022-01-11,Tue,16:00,17:00,WB116,"Drake, Jennifer Anne Pauline",,In Person
CIV250H1S,LEC0101,2022-01-10,Mon,12:00,13:00,BA1170,"Drake, Jennifer Anne Pauline",,In Person
CIV250H1S,LEC0101,2022-01-14,Fri,15:00,16:00,MC254,"Drake, Jennifer Anne Pauline",,In Person
CIV250H1S,PRA0101,2022-01-13,Thu,9:00,12:00,GB144,,occurs once every two weeks,In Person
CIV250H1S,PRA0101,2022-01-13,Thu,9:00,12:00,GB150,,occurs once every two weeks,In Person
CIV250H1S,PRA0102,2022-01-11,Tue,9:00,12:00,GB150,,occurs once every two weeks,In Person
CIV250H1S,PRA0102,2022-01-11,Tue,9:00,12:00,WB255,,occurs once every two weeks,In Person
CIV250H1S,TUT0101,2022-01-10,Mon,13:00,14:00,MC252,,,In Person
CIV250H1S,TUT0102,2022-01-10,Mon,15:00,16:00,GB304,,,In Person
CIV300H1S,LEC0101,2022-01-10,Mon,10:00,12:00,MS3153,"Sinclair, Ian Craufurd",,In Person
CIV300H1S,LEC0101,2022-01-12,Wed,13:00,14:00,PBB150,"Sinclair, Ian Craufurd",,In Person
CIV300H1S,TUT0101,2022-01-12,Wed,18:00,20:00,MY380,,,In Person
CIV300H1S,TUT0102,2022-01-12,Wed,18:00,20:00,WB130,,,In Person
CIV300H1S,TUT0103,2022-01-12,Wed,18:00,20:00,SF2202,,,In Person
CIV300H1S,TUT0104,2022-01-12,Wed,18:00,20:00,BA2185,,,In Person
CIV313H1S,LEC0101,2022-01-10,Mon,11:00,12:00,BA1190,"Gauvreau, Paul",,In Person
CIV313H1S,LEC0101,2022-01-13,Thu,15:00,17:00,MC254,"Gauvreau, Paul",,In Person
CIV313H1S,TUT0101,2022-01-10,Mon,12:00,14:00,BA2195,,,In Person
CIV313H1S,TUT0101,2022-01-10,Mon,12:00,14:00,GB303,,,In Person
CIV324H1S,LEC0101,2022-01-11,Tue,14:00,15:00,BA1170,"Ghafghazi, Mason",,In Person
CIV324H1S,LEC0101,2022-01-14,Fri,12:00,14:00,MC252,"Ghafghazi, Mason",,In Person
CIV324H1S,PRA0101,2022-01-11,Tue,9:00,12:00,GB308,,,In Person
CIV324H1S,PRA0102,2022-01-10,Mon,15:00,18:00,GB308,,,In Person
CIV324H1S,TUT0101,2022-01-14,Fri,11:00,12:00,SF1105,,,In Person
CIV332H1S,LEC0101,2022-01-13,Thu,12:00,14:00,MC102,"Abdulhai, Baher",,In Person
CIV332H1S,LEC0101,2022-01-11,Tue,16:00,17:00,MC252,"Abdulhai, Baher",,In Person
CIV332H1S,TUT0101,2022-01-12,Wed,14:00,15:00,BA1200,,,In Person
CIV332H1S,TUT0101,2022-01-12,Wed,14:00,15:00,BA1210,,,In Person
CIV340H1S,LEC0101,2022-01-11,Tue,12:00,14:00,BA1170,"Meyer, David",,In Person
CIV340H1S,LEC0101,2022-01-13,Thu,9:00,10:00,MC252,"Meyer, David",,In Person
CIV340H1S,LEC0101,2022-01-11,Tue,12:00,14:00,BA1170,"Taylor, David",,In Person
CIV340H1S,LEC0101,2022-01-13,Thu,9:00,10:00,MC252,"Taylor, David",,In Person
CIV340H1S,TUT0101,2022-01-12,Wed,9:00,11:00,GB119,,,In Person
CIV340H1S,TUT0101,2022-01-12,Wed,9:00,11:00,GB221,,,In Person
CIV380H1S,LEC0101,2022-01-14,Fri,9:00,10:00,BA1180,"Siegel, Jeffrey Alexander",,In Person
CIV380H1S,LEC0101,2022-01-12,Wed,12:00,14:00,BA1190,"Siegel, Jeffrey Alexander",,In Person
CIV380H1S,TUT0101,2022-01-11,Tue,17:00,18:00,WB219,,,In Person
CIV380H1S,TUT0101,2022-01-11,Tue,17:00,18:00,SF2202,,,In Person
CIV440H1S,LEC0101,2022-01-10,Mon,12:00,14:00,SF1105,,,In Person
CIV440H1S,LEC0101,2022-01-14,Fri,15:00,16:00,MS2172,,,In Person
CIV440H1S,TUT0101,2022-01-14,Fri,16:00,17:00,BA1170,"Caspersen, John",,In Person
CIV498H1S,TUT0101,2022-01-10,Mon,17:00,20:00,BAB026,,,In Person
CIV498H1S,TUT0102,2022-01-10,Mon,17:00,20:00,GB248,,,In Person
CIV498H1S,TUT0103,2022-01-11,Tue,9:00,12:00,MB500,,,In Person
CIV498H1S,TUT0104,2022-01-13,Thu,17:00,20:00,BAB025,"Hosseini Abrishami, Homayoun",,In Person
CIV498H1S,TUT0105,2022-01-13,Thu,17:00,20:00,HS614,"Hellebust, Andrew Jon",,In Person
CIV498H1S,TUT0106,2022-01-13,Thu,18:00,21:00,MB500,"Saiyed, Sabbir",,In Person
CIV498H1S,TUT0107,2022-01-11,Tue,15:00,18:00,UC85,"Coleman, Jesse",,In Person
CIV510H1S,LEC0101,2022-01-13,Thu,15:00,16:00,BA2185,"Azhari, Faezeh",,In Person
CIV510H1S,LEC0101,2022-01-10,Mon,10:00,12:00,HA401,"Azhari, Faezeh",,In Person
CIV510H1S,TUT0101,2022-01-13,Thu,16:00,18:00,GB248,,,In Person
CIV516H1S,LEC0101,2022-01-10,Mon,15:00,17:00,BA1210,"Shalaby, Amer",,In Person
CIV516H1S,TUT0101,2022-01-14,Fri,9:00,10:00,GB248,,,In Person
CIV518H1S,LEC0101,2022-01-13,Thu,12:00,14:00,GB119,"Simpson, Michael",,In Person
CIV518H1S,LEC0101,2022-01-11,Tue,11:00,12:00,BA1220,"Simpson, Michael",,In Person
CIV518H1S,TUT0101,2022-01-11,Tue,9:00,11:00,BA1200,,,In Person
CIV523H1S,LEC0101,2022-01-12,Wed,18:00,21:00,,"Skinner, Graeme",,In Person
CIV523H1S,TUT0101,2022-01-13,Thu,9:00,10:00,BA2135,,,In Person
CIV576H1S,LEC0101,2022-01-10,Mon,14:00,15:00,BA1200,"Siegel, Jeffrey Alexander",,In Person
CIV576H1S,LEC0101,2022-01-12,Wed,15:00,17:00,GB244,"Siegel, Jeffrey Alexander",,In Person
CIV576H1S,TUT0101,2022-01-11,Tue,12:00,13:00,BA1210,,,In Person
CIV577H1S,LEC0101,2022-01-13,Thu,9:00,11:00,BA1200,,,In Person
CIV577H1S,LEC0101,2022-01-11,Tue,13:00,14:00,BA1200,,,In Person
CIV577H1S,TUT0101,2022-01-14,Fri,12:00,13:00,GB304,,,In Person
CIV580H1S,LEC0101,2022-01-11,Tue,18:00,21:00,WB130,,,In Person
,,,,,,,,,
Back to the top,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
CME,,,,,,,,,
NAME,SECTION,START DATE,DAY,START,FINISH,LOCATION,PROFESSOR(S),SCHEDULING NOTES,DELIVERY MODE
CME259H1S,LEC0101,2022-01-13,Thu,15:00,16:00,MS3153,"Irish, Robert",,In Person
CME259H1S,LEC0101,2022-01-11,Tue,15:00,16:00,MS3153,"Irish, Robert",,In Person
CME259H1S,TUT0101,2022-01-12,Wed,12:00,14:00,MC102,,,In Person
CME262H1S,LEC0101,2022-01-11,Tue,13:00,15:00,SF1101,"Kwon, Oh-Sung",,In Person
CME262H1S,LEC0101,2022-01-10,Mon,17:00,18:00,BA1160,"Kwon, Oh-Sung",,In Person
CME262H1S,TUT0101,2022-01-11,Tue,10:00,12:00,BA2195,,,In Person
CME262H1S,TUT0102,2022-01-14,Fri,9:00,11:00,BA2155,,,In Person
CME262H1S,TUT0103,2022-01-13,Thu,13:00,15:00,BA2195,,,In Person
CME263H1S,LEC0101,2022-01-14,Fri,11:00,12:00,SF1101,"Shalaby, Amer",,In Person
CME263H1S,LEC0101,2022-01-10,Mon,9:00,11:00,WB116,"Shalaby, Amer",,In Person
CME263H1S,TUT0101,2022-01-14,Fri,12:00,14:00,MC102,,,In Person
CME500H1S,LEC0101,2022-01-14,Fri,9:00,11:00,MB500,"Warren, Lesley Alice",,In Person
CME500H1S,PRA0101,2022-01-12,Wed,10:00,12:00,GB308,,,In Person
,,,,,,,,,
Back to the top,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
ECE,,,,,,,,,
NAME,SECTION,START DATE,DAY,START,FINISH,LOCATION,PROFESSOR(S),SCHEDULING NOTES,DELIVERY MODE
ECE110H1S,LEC0101,2022-01-10,Mon,17:00,18:00,BA1180,"Mojahedi, Mohammad",,In Person
ECE110H1S,LEC0101,2022-01-13,Thu,17:00,18:00,BA1180,"Mojahedi, Mohammad",,In Person
ECE110H1S,LEC0101,2022-01-12,Wed,17:00,18:00,BA1180,"Mojahedi, Mohammad",,In Person
ECE110H1S,LEC0102,2022-01-10,Mon,9:00,10:00,BA1170,,,In Person
ECE110H1S,LEC0102,2022-01-13,Thu,9:00,10:00,BA1170,,,In Person
ECE110H1S,LEC0102,2022-01-12,Wed,9:00,10:00,BA1170,,,In Person
ECE110H1S,LEC0103,2022-01-14,Fri,13:00,14:00,BA1130,"Aitchison, J Stewart",,In Person
ECE110H1S,LEC0103,2022-01-12,Wed,15:00,16:00,BA1130,"Aitchison, J Stewart",,In Person
ECE110H1S,LEC0103,2022-01-10,Mon,17:00,18:00,BA1130,"Aitchison, J Stewart",,In Person
ECE110H1S,LEC0104,2022-01-14,Fri,16:00,17:00,LM161,"Bardakjian, Berj",,In Person
ECE110H1S,LEC0104,2022-01-10,Mon,16:00,17:00,LM161,"Bardakjian, Berj",,In Person
ECE110H1S,LEC0104,2022-01-12,Wed,16:00,17:00,LM161,"Bardakjian, Berj",,In Person
ECE110H1S,LEC0105,2022-01-10,Mon,17:00,18:00,GB221,"Mojahedi, Mohammad",,In Person
ECE110H1S,LEC0105,2022-01-13,Thu,17:00,18:00,GB221,"Mojahedi, Mohammad",,In Person
ECE110H1S,LEC0105,2022-01-12,Wed,17:00,18:00,GB221,"Mojahedi, Mohammad",,In Person
ECE110H1S,LEC0106,2022-01-13,Thu,16:00,17:00,SF1101,"Yoo, Paul",,In Person
ECE110H1S,LEC0106,2022-01-10,Mon,16:00,17:00,SF1105,"Yoo, Paul",,In Person
ECE110H1S,LEC0106,2022-01-11,Tue,17:00,18:00,SF1105,"Yoo, Paul",,In Person
ECE110H1S,PRA0101,2022-01-10,Mon,12:00,14:00,GB341,,occurs once every two weeks,In Person
ECE110H1S,PRA0102,2022-01-17,Mon,12:00,14:00,GB341,,occurs once every two weeks,In Person
ECE110H1S,PRA0103,2022-01-14,Fri,12:00,14:00,GB341,,occurs once every two weeks,In Person
ECE110H1S,PRA0104,2022-01-21,Fri,12:00,14:00,GB341,,occurs once every two weeks,In Person
ECE110H1S,PRA0105,2022-01-12,Wed,12:00,14:00,GB341,,occurs once every two weeks,In Person
ECE110H1S,PRA0106,2022-01-19,Wed,12:00,14:00,GB341,,occurs once every two weeks,In Person
ECE110H1S,PRA0107,2022-01-13,Thu,15:00,17:00,GB341,,occurs once every two weeks,In Person
ECE110H1S,PRA0108,2022-01-20,Thu,15:00,17:00,GB341,,occurs once every two weeks,In Person
ECE110H1S,PRA0109,2022-01-13,Thu,13:00,15:00,GB341,,occurs once every two weeks,In Person
ECE110H1S,PRA0110,2022-01-20,Thu,13:00,15:00,GB341,,occurs once every two weeks,In Person
ECE110H1S,PRA0111,2022-01-13,Thu,10:00,12:00,GB341,,occurs once every two weeks,In Person
ECE110H1S,PRA0112,2022-01-20,Thu,10:00,12:00,GB341,,occurs once every two weeks,In Person
ECE110H1S,TUT0101,2022-01-12,Wed,12:00,14:00,BA1220,,,In Person
ECE110H1S,TUT0102,2022-01-14,Fri,16:00,18:00,BA1210,,,In Person
ECE110H1S,TUT0103,2022-01-11,Tue,15:00,17:00,GB221,,,In Person
ECE110H1S,TUT0104,2022-01-10,Mon,15:00,17:00,GB248,,,In Person
ECE110H1S,TUT0105,2022-01-13,Thu,15:00,17:00,BA1200,,,In Person
ECE110H1S,TUT0106,2022-01-13,Thu,16:00,18:00,GB303,,,In Person
ECE110H1S,TUT0107,2022-01-13,Thu,12:00,14:00,SS1087,,,In Person
ECE110H1S,TUT0108,2022-01-13,Thu,12:00,14:00,GB248,,,In Person
ECE110H1S,TUT0109,2022-01-14,Fri,16:00,18:00,BA1220,,,In Person
ECE110H1S,TUT0110,2022-01-14,Fri,10:00,12:00,MC254,,,In Person
ECE110H1S,TUT0111,2022-01-10,Mon,9:00,11:00,SF3202,,,In Person
ECE110H1S,TUT0112,2022-01-11,Tue,9:00,11:00,WB219,,,In Person
ECE159H1S,LEC0101,2022-01-11,Tue,17:00,18:00,BA1130,,,In Person
ECE159H1S,LEC0101,2022-01-13,Thu,15:00,16:00,WB116,,,In Person
ECE159H1S,LEC0101,2022-01-14,Fri,15:00,16:00,BA1160,,,In Person
ECE159H1S,LEC0102,2022-01-12,Wed,12:00,13:00,SF1101,"Hooshyar, Ali",,In Person
ECE159H1S,LEC0102,2022-01-14,Fri,12:00,13:00,WB116,"Hooshyar, Ali",,In Person
ECE159H1S,LEC0102,2022-01-10,Mon,9:00,10:00,SS2117,"Hooshyar, Ali",,In Person
ECE159H1S,PRA0101,2022-01-10,Mon,9:00,12:00,GB341,,occurs once every two weeks,In Person
ECE159H1S,PRA0102,2022-01-17,Mon,9:00,12:00,GB341,,occurs once every two weeks,In Person
ECE159H1S,PRA0103,2022-01-12,Wed,9:00,12:00,GB341,,occurs once every two weeks,In Person
ECE159H1S,PRA0104,2022-01-19,Wed,9:00,12:00,GB341,,occurs once every two weeks,In Person
ECE159H1S,PRA0105,2022-01-12,Wed,15:00,18:00,GB341,,occurs once every two weeks,In Person
ECE159H1S,PRA0106,2022-01-19,Wed,15:00,18:00,GB341,,occurs once every two weeks,In Person
ECE159H1S,TUT0101,2022-01-13,Thu,14:00,15:00,BA2139,,,In Person
ECE159H1S,TUT0102,2022-01-13,Thu,16:00,17:00,BA1230,,,In Person
ECE159H1S,TUT0103,2022-01-11,Tue,15:00,16:00,WB119,,,In Person
ECE159H1S,TUT0104,2022-01-12,Wed,11:00,12:00,BAB024,,,In Person
ECE159H1S,TUT0105,2022-01-14,Fri,13:00,14:00,BA2175,,,In Person
ECE159H1S,TUT0106,2022-01-13,Thu,13:00,14:00,BA2159,,,In Person
ECE159H1S,TUT0107,2022-01-14,Fri,11:00,12:00,BA2139,,,In Person
ECE159H1S,TUT0108,2022-01-14,Fri,11:00,12:00,MY370,,,In Person
ECE159H1S,TUT0109,2022-01-12,Wed,13:00,14:00,BA2139,,,In Person
ECE159H1S,TUT0110,2022-01-13,Thu,12:00,13:00,BA2195,,,In Person
ECE159H1S,TUT0111,2022-01-13,Thu,12:00,13:00,BA2135,,,In Person
ECE159H1S,TUT0112,2022-01-12,Wed,14:00,15:00,BA2175,,,In Person
ECE191H1S,LEC0101,2022-01-14,Fri,14:00,15:00,WB116,"Adve, Ravi",,In Person
ECE216H1S,LEC0101,2022-01-10,Mon,9:00,10:00,BA1160,"Simpson-Porco, John",,In Person
ECE216H1S,LEC0101,2022-01-12,Wed,9:00,10:00,BA1160,"Simpson-Porco, John",,In Person
ECE216H1S,LEC0101,2022-01-14,Fri,11:00,12:00,BA1160,"Simpson-Porco, John",,In Person
ECE216H1S,LEC0102,2022-01-10,Mon,13:00,14:00,MC254,"Pavel, Lacra",,In Person
ECE216H1S,LEC0102,2022-01-13,Thu,13:00,14:00,MC254,"Pavel, Lacra",,In Person
ECE216H1S,LEC0102,2022-01-11,Tue,14:00,15:00,MC254,"Pavel, Lacra",,In Person
ECE216H1S,LEC0103,2022-01-10,Mon,16:00,17:00,BA1170,,,In Person
ECE216H1S,LEC0103,2022-01-13,Thu,16:00,17:00,BA1170,,,In Person
ECE216H1S,LEC0103,2022-01-11,Tue,17:00,18:00,BA1170,,,In Person
ECE216H1S,LEC0104,2022-01-10,Mon,14:00,15:00,SF1105,"Wong, Willy",,In Person
ECE216H1S,LEC0104,2022-01-12,Wed,14:00,15:00,SF1105,"Wong, Willy",,In Person
ECE216H1S,LEC0104,2022-01-13,Thu,14:00,15:00,MC254,"Wong, Willy",,In Person
ECE216H1S,PRA0101,2022-01-13,Thu,9:00,11:00,SF1013,,occurs once every two weeks,In Person
ECE216H1S,PRA0102,2022-01-20,Thu,9:00,11:00,SF1013,,occurs once every two weeks,In Person
ECE216H1S,PRA0103,2022-01-11,Tue,9:00,11:00,SF1013,,occurs once every two weeks,In Person
ECE216H1S,PRA0104,2022-01-18,Tue,9:00,11:00,SF1013,,occurs once every two weeks,In Person
ECE216H1S,PRA0105,2022-01-10,Mon,9:00,11:00,SF1013,,occurs once every two weeks,In Person
ECE216H1S,PRA0106,2022-01-17,Mon,9:00,11:00,SF1013,,occurs once every two weeks,In Person
